param_path.name,param_path.noise,param_our_param.tau_radius,param_our_param.epsilon_PCA,param_our_param.max_min_num,metric_non_na_percent,metric_coef
torus,0.1,2,0.2,150.0,0.9996,0.6673324049694065
torus,0.1,2,0.2,200.0,0.9996,0.6823990910363309
torus,0.1,2,0.4,0.05,1.0,0.8369178468005455
torus,0.1,2,0.4,0.1,1.0,0.8546300299606572
torus,0.1,2,0.4,100.0,1.0,0.7424170858408016
torus,0.1,2,0.4,150.0,1.0,0.7740640046744288
torus,0.1,2,0.4,200.0,1.0,0.7997047242032146
torus,0.1,2,0.6,0.05,1.0,0.80808825763175
torus,0.1,2,0.6,0.1,1.0,0.8432103253314019
torus,0.1,2,0.6,100.0,1.0,0.6636116701156584
torus,0.1,2,0.6,150.0,1.0,0.7093674740872418
torus,0.1,2,0.6,200.0,1.0,0.7464335946940323
torus,0.2,1,0.2,0.05,0.9892,0.33676110806109366
torus,0.2,1,0.2,0.1,0.9892,0.3908161439729274
torus,0.2,1,0.2,100.0,0.9892,0.5206809397750665
torus,0.2,1,0.2,150.0,0.9892,0.538941223995272
torus,0.2,1,0.2,200.0,0.9892,0.552229077917944
torus,0.2,1,0.4,0.05,1.0,0.2977148248639452
torus,0.2,1,0.4,0.1,1.0,0.37623203744490463
torus,0.2,1,0.4,100.0,1.0,0.5286617491176175
torus,0.2,1,0.4,150.0,1.0,0.5483194701974435
torus,0.2,1,0.4,200.0,1.0,0.5640655604930153
torus,0.2,1,0.6,0.05,1.0,0.1660211150055655
torus,0.2,1,0.6,0.1,1.0,0.2757049138156936
torus,0.2,1,0.6,100.0,1.0,0.48600663444894
torus,0.2,1,0.6,150.0,1.0,0.5065016810433359
torus,0.2,1,0.6,200.0,1.0,0.5264960116303364
torus,0.2,2,0.2,0.05,0.9892,0.4946599942202904
torus,0.2,2,0.2,0.1,0.9892,0.5024779143301763
torus,0.2,2,0.2,100.0,0.9892,0.5231984912670188
torus,0.2,2,0.2,150.0,0.9892,0.5439292380452665
torus,0.2,2,0.2,200.0,0.9892,0.5593585309906846
torus,0.2,2,0.4,0.05,1.0,0.4946523945801662
torus,0.2,2,0.4,0.1,1.0,0.5261480822448665
torus,0.2,2,0.4,100.0,1.0,0.5287562886333852
torus,0.2,2,0.4,150.0,1.0,0.5485603052415925
torus,0.2,2,0.4,200.0,1.0,0.5642967572392906
torus,0.2,2,0.6,0.05,1.0,0.4858315193035263
torus,0.2,2,0.6,0.1,1.0,0.5740777058036689
torus,0.2,2,0.6,100.0,1.0,0.4862246703066594
torus,0.2,2,0.6,150.0,1.0,0.5075838827887236
torus,0.2,2,0.6,200.0,1.0,0.52913115794207
torus,0.3,1,0.2,0.05,0.9736,0.2695080541318312
torus,0.3,1,0.2,0.1,0.9736,0.3019985856203695
torus,0.3,1,0.2,100.0,0.9736,0.42601764587928137
torus,0.3,1,0.2,150.0,0.9736,0.4383408734059376
torus,0.3,1,0.2,200.0,0.9736,0.447660252290977
torus,0.3,1,0.4,0.05,0.9988,0.23307522870734385
torus,0.3,1,0.4,0.1,0.9988,0.2546268487239459
torus,0.3,1,0.4,100.0,0.9988,0.42279316705642705
torus,0.3,1,0.4,150.0,0.9988,0.4357981732356331
torus,0.3,1,0.4,200.0,0.9988,0.44577931048374225
torus,0.3,1,0.6,0.05,1.0,0.19156323710227297
torus,0.3,1,0.6,0.1,1.0,0.1910749000100908
torus,0.3,1,0.6,100.0,1.0,0.4201298249250737
torus,0.3,1,0.6,150.0,1.0,0.4326682323929118
torus,0.3,1,0.6,200.0,1.0,0.4433300042682421
torus,0.3,2,0.2,0.05,0.9736,0.3930323899123414
torus,0.3,2,0.2,0.1,0.9736,0.3952421319858859
torus,0.3,2,0.2,100.0,0.9736,0.4289746873357404
torus,0.3,2,0.2,150.0,0.9736,0.44315876441681507
torus,0.3,2,0.2,200.0,0.9736,0.4537003770461801
torus,0.3,2,0.4,0.05,0.9988,0.35799947488541456
torus,0.3,2,0.4,0.1,0.9988,0.34014415601990233
torus,0.3,2,0.4,100.0,0.9988,0.4232634760306723
torus,0.3,2,0.4,150.0,0.9988,0.4366349080246155
torus,0.3,2,0.4,200.0,0.9988,0.44654314762307606
torus,0.3,2,0.6,0.05,1.0,0.33886236002295334
torus,0.3,2,0.6,0.1,1.0,0.34184376020713797
torus,0.3,2,0.6,100.0,1.0,0.42006315985954706
torus,0.3,2,0.6,150.0,1.0,0.432627367923174
torus,0.3,2,0.6,200.0,1.0,0.4433548629868218
torus,0.4,1,0.2,0.05,0.9592,0.2345776725535763
torus,0.4,1,0.2,0.1,0.9592,0.25282525222815805
torus,0.4,1,0.2,100.0,0.9592,0.36705661291091585
torus,0.4,1,0.2,150.0,0.9592,0.3750544054358097
torus,0.4,1,0.2,200.0,0.9592,0.3810311741334186
torus,0.4,1,0.4,0.05,0.9964,0.24518554259777595
torus,0.4,1,0.4,0.1,0.9964,0.260472860188308
torus,0.4,1,0.4,100.0,0.9964,0.3812790261794698
torus,0.4,1,0.4,150.0,0.9964,0.38981744449203853
torus,0.4,1,0.4,200.0,0.9964,0.3962431940909446
torus,0.4,1,0.6,0.05,1.0,0.2156586086197172
torus,0.4,1,0.6,0.1,1.0,0.20933401560027037
torus,0.4,1,0.6,100.0,1.0,0.37816449911210576
torus,0.4,1,0.6,150.0,1.0,0.3872779519248341
torus,0.4,1,0.6,200.0,1.0,0.39390309760481873
torus,0.4,2,0.2,0.05,0.9592,0.33175419872336137
torus,0.4,2,0.2,0.1,0.9592,0.33341020212890565
torus,0.4,2,0.2,100.0,0.9592,0.3693292185642956
torus,0.4,2,0.2,150.0,0.9592,0.37862518913372045
torus,0.4,2,0.2,200.0,0.9592,0.3851366806757199
torus,0.4,2,0.4,0.05,0.9964,0.34050715710712276
torus,0.4,2,0.4,0.1,0.9964,0.33214512538952434
torus,0.4,2,0.4,100.0,0.9964,0.3819041267715478
torus,0.4,2,0.4,150.0,0.9964,0.39117465557260894
torus,0.4,2,0.4,200.0,0.9964,0.3981393592727387
torus,0.4,2,0.6,0.05,1.0,0.3170522019275782
torus,0.4,2,0.6,0.1,1.0,0.30007701527108416
torus,0.4,2,0.6,100.0,1.0,0.3778355741149295
torus,0.4,2,0.6,150.0,1.0,0.38736126299896745
torus,0.4,2,0.6,200.0,1.0,0.39447932951677017
torus,0.5,1,0.2,0.05,0.9358,0.2113058098380828
torus,0.5,1,0.2,0.1,0.9358,0.2134946696185898
torus,0.5,1,0.2,100.0,0.9358,0.3087583786330525
torus,0.5,1,0.2,150.0,0.9358,0.3132440054536182
torus,0.5,1,0.2,200.0,0.9358,0.31619202995223233
torus,0.5,1,0.4,0.05,0.9924,0.2356896346298561
torus,0.5,1,0.4,0.1,0.9924,0.2323866299641627
torus,0.5,1,0.4,100.0,0.9924,0.32911620437400996
torus,0.5,1,0.4,150.0,0.9924,0.33337273338882956
torus,0.5,1,0.4,200.0,0.9924,0.33528139942900775
torus,0.5,1,0.6,0.05,0.9986,0.2237220896483748
torus,0.5,1,0.6,0.1,0.9986,0.22525503748373324
torus,0.5,1,0.6,100.0,0.9986,0.3337909435452586
torus,0.5,1,0.6,150.0,0.9986,0.3393753242685837
torus,0.5,1,0.6,200.0,0.9986,0.342642976073792
torus,0.5,2,0.2,0.05,0.9358,0.27120642176581405
torus,0.5,2,0.2,0.1,0.9358,0.2697828720029059
torus,0.5,2,0.2,100.0,0.9358,0.30985288768293073
torus,0.5,2,0.2,150.0,0.9358,0.31488437967534566
torus,0.5,2,0.2,200.0,0.9358,0.3183119224698196
torus,0.5,2,0.4,0.05,0.9924,0.2895243581649372
torus,0.5,2,0.4,0.1,0.9924,0.2761856821807551
torus,0.5,2,0.4,100.0,0.9924,0.3300032319215288
torus,0.5,2,0.4,150.0,0.9924,0.33534540483419967
torus,0.5,2,0.4,200.0,0.9924,0.3386874742390031
torus,0.5,2,0.6,0.05,0.9986,0.29788426553218506
torus,0.5,2,0.6,0.1,0.9986,0.2928292261085533
torus,0.5,2,0.6,100.0,0.9986,0.33395779180465707
torus,0.5,2,0.6,150.0,0.9986,0.3405440414602905
torus,0.5,2,0.6,200.0,0.9986,0.3453620001264296
