-1.021476078020831929e-01,1.868770000314057267e-01,2.915981735528212049e+00
4.082071767936657380e+00,-1.413621000526398552e-01,-8.098767501385781276e-02
-6.163018474061614238e-02,3.051323170421270436e+00,-2.347510500651035503e-01
-7.306379190734565987e-02,2.797296321951643350e+00,-2.357756974373680647e-01
-2.104811525934303651e-01,-1.017608198319187862e-01,-5.363891334694743662e-01
-4.411851907633876357e-01,-4.803625011696146530e-01,2.326155214137733684e-01
-4.759514452724103450e-01,-5.753477090910069647e-01,4.584288586952742217e-02
-2.876732574923391295e-01,-6.051713589317262443e-01,-6.329655591628146061e-01
-6.833078094098489486e-02,2.959370843648096994e+00,-2.091036402374376046e-01
-2.665541287971506801e-01,-6.254599751253777651e-01,-6.574039596389491535e-01
-3.905888931663863972e-01,-5.542766805313669165e-01,-3.848697954117784037e-01
-2.796901554152984581e-01,1.389932704297772714e-01,-1.459419952721603631e+00
-5.041038736773176820e-01,-6.509431866853342408e-01,-5.576351084093018884e-02
-1.126090413668223017e-01,1.590678157446457353e-01,2.698170416207548605e+00
-2.928809756552801929e-02,-2.830988483547328474e-02,-7.051765373170910678e-01
-3.430088211450649793e-01,-6.029504327951524800e-01,-5.065461611278870846e-01
-5.401382639236647076e-01,-7.957786198587054605e-01,-2.614741440311682541e-01
-6.340505627221186546e-02,2.997587615779080839e+00,-2.393015192757148302e-01
-2.468658428617698242e-01,-5.288390511535401295e-01,-8.887689317335845107e-01
-3.851165126028679997e-01,-5.369166646537917309e-01,-1.127176339252778936e-01
-8.158556573424353975e-02,1.916992822770457738e-01,2.034197853228225217e+00
3.582076601882318911e+00,-1.135933460493776664e-01,-3.297139534614677153e-02
-1.034276937788392164e-01,1.292815976100536446e-01,2.287066302478726332e+00
3.951819992485353872e+00,-1.297039031645399743e-01,-6.503079851186213678e-02
-4.494370307256344010e-01,-6.764336759163727120e-01,-3.321018469937923046e-01
-1.302129345482942180e-01,1.851461092270984876e+00,-5.287764233057212770e-01
-1.828251634062901324e-02,8.384081030038223470e-02,-3.596995121112440685e-01
-4.542502163802198401e-01,-6.941660433750530546e-01,-2.991004509322786609e-01
-4.691490029156772379e-01,-7.012751005054232989e-01,-2.951097383710805655e-01
2.669204929316271180e-02,1.516598812572413253e-02,-2.635822603007615950e+00
-8.748114271723654578e-02,1.840193179989775552e-01,7.632028196003304288e-01
-9.760123947311206971e-02,7.772971856728057294e-02,1.111609207763859075e+00
-2.381999892587305934e-01,-4.478610714953275285e-02,7.732173592689263186e-01
-4.136064526241308159e-01,-6.549364581462685519e-01,-3.274814093208974763e-01
1.333858274327700544e+00,-4.417274857676366240e-02,-1.016988750708170720e-02
-3.687286105991203766e-01,-5.183993814437737324e-01,-3.764907275665783093e-01
-4.076678785802292926e-02,1.697460595207143930e-02,-6.903313792661510684e-01
-3.190355908797797846e-01,-4.043699252964721436e-01,-4.395418873933673032e-01
-8.321325267312604246e-02,1.077797797142638681e+00,4.798799254475721865e-02
-8.067339768682563195e-02,2.276142070607062584e-01,1.050232266989074903e+00
-4.186223422048775400e-01,-5.868944599560371733e-01,-3.501895247935824518e-01
-3.366046211634423635e-01,-4.090084188499877871e-01,-9.872021111317848263e-02
-4.495577389757082210e-01,-6.843297667029083486e-01,-3.076955658673984906e-01
-3.532282548694870572e-01,-4.894414410822734984e-01,-3.378951801229891916e-01
-4.103785108186691621e-01,-5.911577710951351206e-01,-3.331146839948457838e-01
3.174492177483998097e-03,3.016407492631575149e+00,-2.566986118250375037e-01
-1.002849726516572004e-01,2.154146931830143996e-01,2.054077626863424655e+00
-7.353426822572192711e-02,7.766652812431442676e-01,5.650654555328598061e-01
-1.758112994766415360e-01,-5.893054391969620998e-01,-8.065186003667408343e-01
3.208924685732424398e-01,3.387121185426363729e-02,-3.332922130045462561e-01
-4.026765778325690492e-01,-6.612835093910661710e-01,-2.949376666857903562e-01
-4.167486241578823303e-01,-6.068687783724004969e-01,-3.283734093427846945e-01
3.954299544722570392e-01,-8.652402648471252400e-03,-3.056172276540516375e-01
-1.288998219892950325e-01,-3.487313288909246051e-02,-2.025191830786265079e+00
-7.615354305957669490e-02,3.022772827701101672e+00,-2.147222712296662228e-01
8.770197679184344591e-03,1.575589062391228312e-01,-7.377830247926125962e-02
-4.619450264463736966e-01,-7.153318901542450314e-01,-2.959925473797355155e-01
-1.002180254359594652e-01,1.309787355899383610e-01,1.561537956142210026e+00
-1.008349188272629759e-01,1.924869944556804047e-01,2.319975695754669331e+00
-4.383778896206752540e-01,-6.637218662166664007e-01,-3.052615875557534442e-01
-5.019626936470569234e-01,-7.390370196487748844e-01,-2.753169130364276351e-01
-9.356248194169058952e-02,9.547603006116956110e-04,-1.574587546368964308e-01
8.593805066619955024e-01,-1.358851918687767335e-02,-1.151633138360377145e-01
-5.314014462665922478e-01,-6.900622548055461714e-01,-1.899409186645584779e-01
-3.698383688542185022e-01,-5.132840383441075183e-01,-2.083162000421796833e-01
-9.258665309976965574e-02,1.925206339776134035e-01,2.135568137163709856e+00
-4.404313900881137722e-01,-6.726813592519855778e-01,-2.945858369141804989e-01
-7.791856747637393443e-02,3.104316860115610144e+00,-2.410533283037244456e-01
-8.401570007984621169e-02,1.016989062533554533e-01,1.452710593353280233e+00
-3.113817419524672059e-01,-3.289628734005859978e-01,-6.993594439724479250e-02
-4.936333320918068202e-01,-7.325069313868920462e-01,-2.849622893039316929e-01
-3.892894355584207156e-01,-3.630095568759240665e-01,3.756127938143395961e-01
-5.654893431032775863e-01,-8.093353660265704130e-01,-2.381810859490322840e-01
-8.802878487714047018e-02,2.922087459185581881e+00,-2.659674560215922190e-01
-3.264270709709444773e-01,-4.137383553147443438e-01,-4.826560734537901354e-01
-2.635434074330543774e-01,-2.988895060384462732e-01,-8.121023307530681468e-01
-1.029929134208246305e-01,7.835197196772343275e-01,3.918156970883920343e-01
